date,ANO_flatID,ANO_pointID,collector,habitat,NiN_type,species,individual_nr,plant_height_cm,length_lb_cm,nr_segments_lb,Segment,length_mm,nr_leaves,nr_scars,nr_branch_scars,nr_side_branches,nr_fruits,nr_fruit_buds,leaf_weight,stem_weight,branches_weight,fruit_weight,fruitbuds_weight,sidebranches_weight,remarks,UniqueID,UniqueID_Sonya,UniqueID_Plant,Herbarium_Yes/No,Weighed_Yes/No,Weighed and Bag found
17.7.24,1544,51,AH,,,vm,2,19.7,18.2,5,S24,56,8,8,,,0,,0.04994,0.03539,0,0,,,oldest branch 8 segments,,1544_51__vm,1544_51__vm_2,,Yes,Yes
,,,,,,,,,,,S23,45,0,3,3,1,0,,0,0.04549,0.05334,0,,,1 broken branch,,___,____,,,
,,,,,,,,,,,S22,21,0,4,,,0,,0,0.02395,0,0,,,,,___,____,,,
17.7.24,1544,51,AH,,,vm,3,18.7,18.2,7,S24,30,7,7,,,0,,0.2009,0.01063,0,0,,,,,1544_51__vm,1544_51__vm_3,,Yes,Yes
,,,,,,,,,,,S23,32,0,2,3,3,0,,0,0.02148,0.05199,0,,,,,___,____,,,
,,,,,,,,,,,S22,42,0,3,2,2,0,,0,0.04474,0.1046,0,,,,,___,____,,,
17.7.24,1544,53,AH,,,vm,1,14.1,17.1,4,S24,30,5,5,,,1,,0.02849,0.01131,0,0.0339,,,,,1544_53__vm,1544_53__vm_1,,Yes,Yes
,,,,,,,,,,,S23,74,0,4,4,4,0,,0,0.06515,0.13699,0,,,,,___,____,,,
,,,,,,,,,,,S22,33,5,0,2,2,1,,0,0.05143,0,0.11659,,,,,___,____,,,
17.7.24,1544,53,AH,,,vm,2,NA,NA,NA,S24,NA,NA,NA,,,NA,,NA,NA,NA,NA,,,missing?,,1544_53__vm,1544_53__vm_2,,No,No
,,,,,,,,,,,S23,NA,NA,NA,,,NA,,NA,NA,NA,NA,,,,,___,____,,,
,,,,,,,,,,,S22,NA,NA,NA,,,NA,,NA,NA,NA,NA,,,,,___,____,,,
17.7.24,1544,53,AH,,,vm,3,17.3,15.9,5,S24,36,8,8,,,0,,0.02963,0.01421,0,0,,,,,1544_53__vm,1544_53__vm_3,,Yes,Yes
,,,,,,,,,,,S23,68,0,3,7,6,0,,0,0.06958,0.13166,0,,,1 branch broken,,___,____,,,
,,,,,,,,,,,S22,16,0,0,1,1,0,,0,0.0314,0.05869,0,,,,,___,____,,,
17.7.24,1544,53,AH,,,vv,1,13.1,11.9,3,S24,23,11,11,,,0,,0.08619,0.00669,0,0,,,,,1544_53__vv,1544_53__vv_1,,Yes,
,,,,,,,,,,,S23,64,11,16,,,0,,0.20629,0.05784,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,32,0,10,,,0,,0,0.02378,0,0,,,,,___,____,,,
17.7.24,1544,53,AH,,,vv,2,13.6,10.5,3,S24,34,11,13,,,0,,0.13657,0.01189,0,0,,,,,1544_53__vv,1544_53__vv_2,,Yes,
,,,,,,,,,,,S23,39,7,12,,,0,,0.04609,0.02267,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,45,0,6,1,1,0,,0,0.03836,0,0,,,,,___,____,,,
17.7.24,1544,53,AH,,,vv,3,23,19.3,4,S24,49,13,15,,,0,,0.28711,0.02349,0,0,,,,,1544_53__vv,1544_53__vv_3,,Yes,
,,,,,,,,,,,S23,43,0,9,,,0,,0,0.4442,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,71,11,17,,,0,,0.23075,0.06369,0,0,,,,,___,____,,,
15.7.24,833,24,,,,vm,1,9.5,10.3,4,S24,32,6,6,,,0,,0.02404,0.01236,0,0,,,,,833_24__vm,833_24__vm_1,,Yes,Yes
,,,,,,,,,,,S23,31,0,3,2,2,0,,0,0.0195,0.0196,0,,,,,___,____,,,
,,,,,,,,,,,S22,27,0,3,2,2,0,,0,0.02141,0.0697,0,,,,,___,____,,,
15.7.24,833,24,,,,vm,2,12,10.4,3,S24,19,5,5,,,0,,0.00789,0.00452,0,0,,,,,833_24__vm,833_24__vm_2,,Yes,Yes
,,,,,,,,,,,S23,24,0,2,3,3,0,,0,0.01329,0.01424,0,,,,,___,____,,,
,,,,,,,,,,,S22,66,0,5,2,2,0,,0,0.05984,0.05114,0,,,,,___,____,,,
15.7.24,833,24,,,,vm,3,9.9,9.3,4,S24,23,5,5,,,0,,0.01977,0.00876,0,0,,,,,833_24__vm,833_24__vm_3,,Yes,Yes
,,,,,,,,,,,S23,20,0,3,1,1,0,,0,0.0108,0.01491,0,,,,,___,____,,,
,,,,,,,,,,,S22,48,0,5,4,4,0,,0,0.1017,0.40648,0,,,,,___,____,,,
15.7.24,833,24,,,,vv,1,14.2,11,4,S24,33,10,12,,,0,,0.06967,0.0098,0,0,,,,,833_24__vv,833_24__vv_1,,Yes,Yes
,,,,,,,,,,,S23,38,5,9,,,0,,0.01666,0.01445,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,29,0,3,5,5,0,,0,0.01538,0,0,,,,,___,____,,,
15.7.24,833,24,,,,vv,2,9.5,12.9,4,S24,35,11,13,,,0,,0.05491,0.00941,0,0,,,,,833_24__vv,833_24__vv_2,,Yes,Yes
,,,,,,,,,,,S23,32,7,11,1,1,0,,0.05795,0.01888,0.01854,0,,,,,___,____,,,
,,,,,,,,,,,S22,30,0,9,,,0,,0,0.01538,0,0,,,,,___,____,,,
15.7.24,833,24,,,,vv,3,14.8,12.7,3,S24,45,13,16,,,0,,0.13124,0.02085,0,0,,,,,833_24__vv,833_24__vv_3,,Yes,Yes
,,,,,,,,,,,S23,71,9,14,1,1,0,,0.11304,0.05014,0.01896,0,,,,,___,____,,,
,,,,,,,,,,,S22,34,0,6,1,1,0,,0,0.02478,0.14679,0,,,,,___,____,,,
15.7.24,833,35,,,,vv,1,5.1,5.4,4,S24,14,11,11,,,0,,0.06534,0.00427,0,0,,,,,833_35__vv,833_35__vv_1,,Yes,Yes
,,,,,,,,,,,S23,21,6,10,,,0,,0.05341,0.01235,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,20,0,13,,,0,,0,0.00857,0,0,,,,,___,____,,,
15.7.24,833,35,,,,vv,2,6,7.1,5,S24,9,9,10,,,0,,0.01857,0.00147,0,0,,,,,833_35__vv,833_35__vv_2,,Yes,Yes
,,,,,,,,,,,S23,6,6,8,,,0,,0.02073,0.00156,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,14,6,12,3,2,2,,0.07122,0.0102,0,0.01237,,,"1 broken branch, 2 dried branches",,___,____,,,
15.7.24,833,35,,,,vv,3,2,4.5,3,S24,7,7,7,,,0,,0.02265,0.00101,0,0,,,,,833_35__vv,833_35__vv_3,,Yes,Yes
,,,,,,,,,,,S23,10,6,7,,,0,,0.02488,0.00278,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,34,0,9,1,1,0,,0,0.00893,0.00451,0,,,,,___,____,,,
15.7.24,833,44,,,,vv,1,7,6.2,3,S24,18,10,11,,,0,,0.0347,0.00375,0,0,,,,,833_44__vv,833_44__vv_1,,Yes,Yes
,,,,,,,,,,,S23,17,6,8,,,0,,0.03267,0.00518,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,35,4,8,2,2,0,,0.02237,0.01859,0.06094,0,,,,,___,____,,,
15.7.24,833,44,,,,vv,2,8.2,7.5,3,S24,20,11,13,,,0,,0.04694,0.00425,0,0,,,,,833_44__vv,833_44__vv_2,,Yes,Yes
,,,,,,,,,,,S23,22,11,13,1,1,0,,0.08891,0.01067,0.03275,0,,,,,___,____,,,
,,,,,,,,,,,S22,35,6,15,,,0,,0.03894,0.01869,0,0,,,,,___,____,,,
15.7.24,833,44,,,,vv,3,7.8,7.7,6,S24,14,8,10,,,0,,0.03386,0.00299,0,0,,,,,833_44__vv,833_44__vv_3,,Yes,Yes
,,,,,,,,,,,S23,14,9,10,,,0,,0.04108,0.00455,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,11,7,8,,,0,,0.02633,0.00416,0,0,,,,,___,____,,,
15.7.24,833,46,,,,vv,1,16.1,13.6,5,S24,17,9,9,,,0,,0.02869,0.00331,0,0,,,,,833_46__vv,833_46__vv_1,,Yes,Yes
,,,,,,,,,,,S23,44,7,11,,,0,,0.07595,0.01879,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,29,10,4,1,1,0,,0.05786,0.01904,0.00072,0,,,,,___,____,,,
15.7.24,833,46,,,,vv,2,15.3,13.2,5,S24,20,12,14,,,0,,0.03808,0.00462,0,0,,,,,833_46__vv,833_46__vv_2,,Yes,Yes
,,,,,,,,,,,S23,30,10,13,,,0,,0.06338,0.01463,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,30,7,10,,,0,,0.05734,0.02026,0,0,,,,,___,____,,,
15.7.24,833,46,,,,vv,3,15.5,14.7,4,S24,37,11,11,,,0,,0.08281,0.01158,0,0,,,,,833_46__vv,833_46__vv_3,,Yes,Yes
,,,,,,,,,,,S23,44,10,13,,,0,,0.14075,0.0269,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,42,6,10,,,0,,0.0816,0.03254,0,0,,,,,___,____,,,
16.7.24,1500,24,,,,vm,1,14.5,11.8,5,S24,35,8,8,,,0,,0.02179,0.01118,0,0,,,,,1500_24__vm,1500_24__vm_1,,Yes,Yes
,,,,,,,,,,,S23,14,0,2,2,2,0,,0,0.00594,0.03677,0,,,,,___,____,,,
,,,,,,,,,,,S22,32,0,3,4,4,0,,0,0.02428,0.08097,0,,,,,___,____,,,
16.7.24,1500,24,,,,vm,2,12.9,14.1,6,S24,37,8,8,,,0,,0.01695,0.00947,0,0,,,,,1500_24__vm,1500_24__vm_2,,Yes,Yes
,,,,,,,,,,,S23,47,3,3,5,3,0,,0,0.03564,0.03455,0,,,2 broken branches,,___,____,,,
,,,,,,,,,,,S22,12,0,1,1,1,0,,0,0.00901,0,0,,,,,___,____,,,
16.7.24,1500,24,,,,vm,3,12.6,13.1,4,S24,41,7,7,,,0,,0.04928,0.01201,0,0,,,,,1500_24__vm,1500_24__vm_3,,Yes,Yes
,,,,,,,,,,,S23,46,0,2,3,2,0,,0,0.03575,0.12168,0,,,1 broken branch,,___,____,,,
,,,,,,,,,,,S22,16,0,2,1,1,0,,0,0.01139,0,0,,,,,___,____,,,
16.7.24,1500,24,,,,vv,1,3.5,4.3,4,S24,18,10,12,,,0,,0.02224,0.00309,0,0,,,,,1500_24__vv,1500_24__vv_1,,Yes,Yes
,,,,,,,,,,,S23,21,0,7,3,3,0,,0,0.00895,0.02888,0,,,,,___,____,,,
,,,,,,,,,,,S22,8,0,2,,,0,,0,0.0318,0,0,,,,,___,____,,,
16.7.24,1500,24,,,,vv,2,3.1,5.9,4,S24,10,8,8,,,0,,0.01386,0.00126,0,0,,,,,1500_24__vv,1500_24__vv_2,,Yes,Yes
,,,,,,,,,,,S23,21,7,13,,,0,,0.05883,0.00745,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,20,1,7,,,0,,0.01541,0.00971,0.00451,0,,,,,___,____,,,
16.7.24,1500,24,,,,vv,3,12.6,6.1,5,S24,20,9,9,,,0,,0.02772,0.00378,0,0,,,,,1500_24__vv,1500_24__vv_3,,Yes,Yes
,,,,,,,,,,,S23,4,3,3,,,0,,0.00311,0.00106,0.02823,0,,,,,___,____,,,
,,,,,,,,,,,S22,21,2,5,1,1,0,,0.01369,0.00891,0,0,,,,,___,____,,,
16.7.24,1500,33,,,,vm,1,9,10,7,S24,10,4,4,,,0,,0.00601,0.00093,0,0,,,,,1500_33__vm,1500_33__vm_1,,Yes,Yes
,,,,,,,,,,,S23,12,0,1,3,3,0,,0,0.00394,0.0114,0,,,,,___,____,,,
,,,,,,,,,,,S22,26,0,2,3,3,0,,0,0.01395,0.02883,0,,,,,___,____,,,
16.7.24,1500,33,,,,vm,2,7,17,6,S24,10,4,4,,,0,,0.0085,0.00106,0,0,,,,,1500_33__vm,1500_33__vm_2,,Yes,Yes
,,,,,,,,,,,S23,10,0,2,1,1,0,,0,0.00276,0.00384,0,,,,,___,____,,,
,,,,,,,,,,,S22,20,0,2,1,1,0,,0,0.00922,0.02346,0,,,,,___,____,,,
16.7.24,1500,33,,,,vm,3,8.8,8.1,4,S24,33,8,8,,,0,,0.01537,0.00792,0,0,,,,,1500_33__vm,1500_33__vm_3,,Yes,Yes
,,,,,,,,,,,S23,28,0,3,2,2,0,,0,0.01323,0.02763,0,,,,,___,____,,,
,,,,,,,,,,,S22,25,0,2,2,2,0,,0,0.01032,0.00839,0,,,,,___,____,,,
16.7.24,1500,33,,,,vv,1,3.7,5.8,5,S24,27,9,10,,,0,,0.01009,0.00217,0,0,,,,,1500_33__vv,1500_33__vv_1,,Yes,Yes
,,,,,,,,,,,S23,16,5,8,,,0,,0.01427,0.00363,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,16,0,4,2,2,0,,0,0.00455,0.02704,0,,,,,___,____,,,
16.7.24,1500,33,,,,vv,2,3.6,5,4,S24,11,9,10,,,0,,0.00585,0.0014,0,0,,,,,1500_33__vv,1500_33__vv_2,,Yes,Yes
,,,,,,,,,,,S23,10,6,6,,,0,,0.01985,0.0026,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,12,3,5,,,0,,0.00778,0.00315,0,0,,,,,___,____,,,
16.7.24,1500,33,,,,vv,3,6.6,6.4,4,S24,16,9,9,,,0,,0.01167,0.00163,0,0,,,,,1500_33__vv,1500_33__vv_3,,Yes,Yes
,,,,,,,,,,,S23,10,8,8,,,0,,0.0228,0.00296,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,18,6,9,,,0,,0.02142,0.00617,0,0,,,,,___,____,,,
16.7.24,1500,35,,,,vm,1,7.9,12.2,7,S24,25,7,7,,,0,,0.01599,0.00637,0,0,,,,,1500_35__vm,1500_35__vm_1,,Yes,Yes
,,,,,,,,,,,S23,23,0,2,4,4,0,,0,0.01266,0.0274,0,,,,,___,____,,,
,,,,,,,,,,,S22,18,0,1,2,1,0,,0,0.0096,0,0,,,1 broken branch,,___,____,,,
16.7.24,1500,35,,,,vm,2,8,12.2,6,S24,34,8,8,,,0,,0.02198,0.01144,0,0,,,,,1500_35__vm,1500_35__vm_2,,Yes,Yes
,,,,,,,,,,,S23,35,0,7,3,3,0,,0,0.02864,0.06557,0,,,,,___,____,,,
,,,,,,,,,,,S22,11,0,4,,,NA,,NA,NA,NA,NA,,,"leaf lost in breeze, no stem in bag",,___,____,,,
16.7.24,1500,35,,,,vm,3,7.6,8.2,6,S24,13,4,4,,,0,,0.00627,0.0022,0,0,,,,,1500_35__vm,1500_35__vm_3,,Yes,Yes
,,,,,,,,,,,S23,25,0,2,3,3,0,,0,0.00942,0.02227,0,,,,,___,____,,,
,,,,,,,,,,,S22,23,0,2,1,1,0,,0,0.01087,0.1214,0,,,,,___,____,,,
16.7.24,1500,35,,,,vv,1,3.1,3.5,3,S24,15,7,8,,,0,,0.01508,0.02,0,0,,,,,1500_35__vv,1500_35__vv_1,,Yes,Yes
,,,,,,,,,,,S23,10,5,6,,,0,,0.00666,0.00149,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,13,0,3,2,2,0,,0,0.00248,0.03192,0,,,,,___,____,,,
16.7.24,1500,35,,,,vv,2,2,2,4,S24,7,7,7,,,0,,0.00804,0.00048,0,0,,,,,1500_35__vv,1500_35__vv_2,,Yes,Yes
,,,,,,,,,,,S23,5,4,5,,,0,,0.00472,0.00064,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,5,0,4,,,0,,0,0.00059,0,0,,,,,___,____,,,
16.7.24,1500,35,,,,vv,3,4.2,4,3,S24,13,7,7,,,0,,0.00893,0.00145,0,0,,,,,1500_35__vv,1500_35__vv_3,,Yes,Yes
,,,,,,,,,,,S23,18,2,10,,,0,,0.00502,0.00253,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,19,3,8,1,1,0,,0.00274,0.00238,0.02113,0,,,,,___,____,,,
16.7.24,1500,44,,,,vv,1,2,3.1,5,S24,5,6,6,,,0,,0.00979,0.00053,0,0,,,,,1500_44__vv,1500_44__vv_1,,Yes,Yes
,,,,,,,,,,,S23,9,8,8,,,0,,0.01773,0.00184,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,6,1,4,,,0,,0.00082,0.00085,0,0,,,,,___,____,,,
16.7.24,1500,44,,,,vv,2,2.3,4.9,4,S24,9,7,9,,,0,,0.01039,0.00111,0,0,,,,,1500_44__vv,1500_44__vv_2,,Yes,Yes
,,,,,,,,,,,S23,17,3,8,,,0,,0.00677,0.00316,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,13,0,0,3,3,0,,0,0.00545,0.03755,0,,,,,___,____,,,
16.7.24,1500,44,,,,vv,3,2.4,4,6,S24,9,6,6,,,0,,0.00953,0.00092,0,0,,,,,1500_44__vv,1500_44__vv_3,,Yes,Yes
,,,,,,,,,,,S23,10,4,10,,,0,,0.00529,0.00145,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,4,0,1,,,0,,0,0.0077,0,0,,,,,___,____,,,
20.7.24,276,35,,,,vm,1,8,9.8,8,S24,8,4,4,,,0,,0.00777,0.00113,0,0,,,,,276_35__vm,276_35__vm_1,,Yes,Yes
,,,,,,,,,,,S23,7,0,3,,,0,,0,0.0013,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,12,0,2,1,1,0,,0,0.00356,0.00028,0,,,,,___,____,,,
20.7.24,276,35,,,,vm,2,8.2,8,4,S24,11,5,5,,,1,,0.00846,0.00156,0,0.00726,,,,,276_35__vm,276_35__vm_2,,Yes,Yes
,,,,,,,,,,,S23,25,0,2,3,1,0,,0,0.01079,0.01845,0,,,2 broken branches,,___,____,,,
,,,,,,,,,,,S22,35,0,5,3,3,0,,0,0.02524,0.04597,0,,,,,___,____,,,
20.7.24,276,35,,,,vm,3,5.1,6,4,S24,14,5,5,,,0,,0.00905,0.00298,0,0,,,,,276_35__vm,276_35__vm_3,,Yes,Yes
,,,,,,,,,,,S23,20,0,4,2,2,0,,0,0.00577,0.01031,0,,,,,___,____,,,
,,,,,,,,,,,S22,16,0,5,,,0,,0,0.00475,0,0,,,,,___,____,,,
20.7.24,276,35,,,,vv,1,4.6,3.5,3,S24,7,6,6,,,0,,0.00933,0.00069,0,0,,,,,276_35__vv,276_35__vv_1,,Yes,Yes
,,,,,,,,,,,S23,18,7,7,,,0,,0.03164,0.0054,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,19,0,5,,,0,,0,0.00397,0,0,,,,,___,____,,,
20.7.24,276,35,,,,vv,2,1.6,1,2,S24,6,6,6,,,0,,0.01065,0.00112,0,0,,,only 2 segments,,276_35__vv,276_35__vv_2,,Yes,Yes
,,,,,,,,,,,S23,5,3,4,,,0,,0.00633,0.00169,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,NA,NA,NA,,,,,,,,,,,,,___,____,,,
20.7.24,276,35,,,,vv,3,3.6,4,3,S24,8,6,6,,,0,,0.00696,0.00076,0,0,,,,,276_35__vv,276_35__vv_3,,Yes,Yes
,,,,,,,,,,,S23,12,6,7,,,0,,0.03576,0.00327,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,16,0,5,,,0,,0,0.00438,0,0,,,,,___,____,,,
20.7.24,276,64,,,,vm,1,8.5,7.5,5,S24,11,5,5,,,0,,0.00629,0.00153,0,0,,,,,276_64__vm,276_64__vm_1,,Yes,Yes
,,,,,,,,,,,S23,17,0,1,3,3,0,,0,0.00493,0.00693,0,,,,,___,____,,,
,,,,,,,,,,,S22,23,0,1,3,3,0,,0,0.01041,0.01582,0,,,,,___,____,,,
20.7.24,276,64,,,,vm,2,5.1,5.7,4,S24,12,5,5,,,0,,0.00779,0.00253,0,0,,,,,276_64__vm,276_64__vm_2,,Yes,Yes
,,,,,,,,,,,S23,30,0,3,1,1,0,,0,0.01082,0.01026,0,,,,,___,____,,,
,,,,,,,,,,,S22,11,0,1,1,1,0,,0,0.00775,0.01915,0,,,,,___,____,,,
20.7.24,276,64,,,,vm,3,7.7,7.8,6,S24,14,5,5,,,0,,0.01006,0.00288,0,0,,,,,276_64__vm,276_64__vm_3,,Yes,Yes
,,,,,,,,,,,S23,22,0,3,1,1,0,,0,0.00766,0.00937,0,,,,,___,____,,,
,,,,,,,,,,,S22,17,0,2,3,3,0,,0,0.00915,0.05916,0,,,,,___,____,,,
20.7.24,276,64,,,,vv,1,3.5,3.9,5,S24,10,8,8,,,0,,0.02094,0.00183,0,0,,,,,276_64__vv,276_64__vv_1,,Yes,Yes
,,,,,,,,,,,S23,13,7,7,,,0,,0.05195,0.00371,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,6,4,5,,,0,,0.01731,0.00145,0,0,,,,,___,____,,,
20.7.24,276,64,,,,vv,2,2.6,2.4,2,S24,10,8,8,,,0,,0.03047,0.00199,0,0,,,only 2 segments,,276_64__vv,276_64__vv_2,,Yes,Yes
,,,,,,,,,,,S23,15,5,8,,,0,,0.02241,0.00475,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,NA,NA,NA,,,,,,,,,,,,,___,____,,,
20.7.24,276,64,,,,vv,3,4,4,3,S24,22,7,7,,,0,,0.04447,0.00526,0,0,,,,,276_64__vv,276_64__vv_3,,Yes,Yes
,,,,,,,,,,,S23,13,4,7,,,0,,0.00875,0.00323,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,5,4,0,,,0,,0,0.0012,0,0,,,,,___,____,,,
20.7.24,276,42,,,,vm,1,5.7,5.3,4,S24,30,6,6,,,0,,0.02971,0.00969,0,0,,,,,276_42__vm,276_42__vm_1,,Yes,Yes
,,,,,,,,,,,S23,15,0,3,1,1,0,,0,0.00582,0.0139,0,,,,,___,____,,,
,,,,,,,,,,,S22,8,0,2,2,2,0,,0,0.00608,0.06074,0,,,,,___,____,,,
20.7.24,276,42,,,,vm,2,6.5,6.8,3,S24,24,7,7,,,0,,0.02615,0.0996,0,0,,,,,276_42__vm,276_42__vm_2,,Yes,Yes
,,,,,,,,,,,S23,39,0,3,4,3,0,,0,0.02908,0.072,0,,,1 broken branch,,___,____,,,
,,,,,,,,,,,S22,7,0,1,1,1,0,,0,0.00508,0.00042,0,,,,,___,____,,,
20.7.24,276,42,,,,vv,2,2.5,2.5,4,S24,11,6,6,,,0,,0.0323,0.0029,0,0,,,"maybe the first segment was lost, and a 4th was added incase 3 segments was needed",,276_42__vv,276_42__vv_2,,Yes,Yes
,,,,,,,,,,,S23,6,0,6,,,0,,0.00588,0.00205,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,5,0,5,,,0,,0,0.00429,0.00073,0,,,,,___,____,,,
20.7.24,276,42,,,,vv,3,2.1,2.4,3,S24,14,7,8,,,0,,0.03854,0.00334,0,0,,,,,276_42__vv,276_42__vv_3,,Yes,Yes
,,,,,,,,,,,S23,8,1,5,,,0,,0,0.00176,0,0,,,,,___,____,,,Yes
,,,,,,,,,,,S22,9,0,8,2,1,0,,0,0.00257,0.01419,0,,,1 broken branch,,___,____,,,
20.7.24,276,42,,,,vv,4,2.5,2,3,S24,15,8,8,,,0,,0.02754,0.00164,0,0,,,,,276_42__vv,276_42__vv_4,,Yes,
,,,,,,,,,,,S23,6,0,5,,,0,,0,0.00102,0,0,,,,,___,____,,,
,,,,,,,,,,,S22,7,0,3,,,0,,0,0.00131,0,0,,,,,___,____,,,
29.8.24,0907,13,MK,,T4C5,vm,1,19.5,21.6,3,S24,49,7,7,,,,,,,,,,,,,0907_13_T4C5_vm,0907_13_T4C5_vm_1,,,
,,,,,,,,,,,S23,31,0,3,,1,,,,,,,,,,,___,____,,,
,,,,,,,,,,,S22,89,0,8,,2,,,,,,,,,,,___,____,,,
29.8.24,0907,13,MK,,T4C5,vv,1,18,20.4,3,S24,54,14,16,,,,,,,,,,,,,0907_13_T4C5_vv,0907_13_T4C5_vv_1,,,
,,,,,,,,,,,S23,50,12,13,,1,,,,,,,,,,,___,____,,,
,,,,,,,,,,,S22,78,1,9,,,,,,,,,,,,,___,____,,,
29.8.24,0907,13,MK,,T4C5,vv,2,24,25,3,S24,52,10,11,,,,,,,,,,,,,0907_13_T4C5_vv,0907_13_T4C5_vv_2,,,
,,,,,,,,,,,S23,50,10,10,,,,,,,,,,,,,___,____,,,
,,,,,,,,,,,S22,71,4,10,,,,,,,,,,,,,___,____,,,
29.8.24,0907,13,MK,,T4C5,vm,2,19.2,20.4,3,S24,46,5,6,,,,,,,,,,,,,0907_13_T4C5_vm,0907_13_T4C5_vm_2,,,
,,,,,,,,,,,S23,65,0,8,,,,,,,,,,,,,___,____,,,
,,,,,,,,,,,S22,89,0,5,,,,,,,,,,,,,___,____,,,
29.8.24,0907,35,MK,,T32C3,vv,3,15,19.8,3,S24,36,6,6,,,,,,,,,,,,,0907_35_T32C3_vv,0907_35_T32C3_vv_3,,,
,,,,,,,,,,,S23,74,0,8,,4,,,,,,,,,,,___,____,,,
,,,,,,,,,,,S22,75,0,5,,2,,,,,,,,,,,___,____,,,
29.8.24,0907,35,MK,,T32C3,vm,2,14.4,17.6,3,S24,22,5,6,,,,,,,,,,,,,0907_35_T32C3_vm,0907_35_T32C3_vm_2,,,
,,,,,,,,,,,S23,64,0,7,,5,,,,,,,,,,,___,____,,,
,,,,,,,,,,,S22,105,0,8,,4,,,,,,,,,,,___,____,,,
29.8.24,0907,35,MK,,T32C3,vm,1,14.5,17.3,3,S24,23,4,4,,,,,,,,,,,,,0907_35_T32C3_vm,0907_35_T32C3_vm_1,,,
,,,,,,,,,,,S23,65,0,7,,3,,,,,,,,,,,___,____,,,
,,,,,,,,,,,S22,138,0,12,,6,,,,,,,,,,,___,____,,,
29.8.24,0907,35,MK,,T32C3,vm,1,17.5,18.4,3,S24,51,11,12,,,,,,,,,,,,,0907_35_T32C3_vm,0907_35_T32C3_vm_1,,,
,,,,,,,,,,,S23,61,10,11,,1,,,,,,,,,,,___,____,,,
,,,,,,,,,,,S22,48,4,11,,,,,,,,,,,,,___,____,,,
27.08.24,,MK8_4,MK,forest,,vv,4,13.2,12.6,4,S24,3,5,5,,0,0,,,,,,,,,,_MK8_4__vv,_MK8_4__vv_4,,,
,,,,,,,,,,,S23,17,5,7,,0,0,,,,,,,,,,___,____,,,
,,,,,,,,,,,S22,53,12,14,,0,0,,,,,,,,,,___,____,,,
27.08.24,,MK9_2,MK,forest,,vv,2,17.6,17.4,5,S24,35,10,17,,0,0,,,,,,,,,,_MK9_2__vv,_MK9_2__vv_2,,,
,,,,,,,,,,,S23,22,5,10,,0,0,,,,,,,,,,___,____,,,
,,,,,,,,,,,S22,34,1,9,,1,0,,,,,,,,,,___,____,,,
27.08.24,,MK8_2,MK,forest,,vv,2,13.8,13.2,3,S24,57,9,14,,0,0,,,,,,,,most segments is 5,,_MK8_2__vv,_MK8_2__vv_2,,,
,,,,,,,,,,,S23,77,7,14,,0,0,,,,,,,,,,___,____,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,___,____,,,
30.08.24,,MK19_1,MK,open,,vv,1,9.5,11,4,S24,26,7,11,,0,0,,,,,,,,has a fruitstand without fruits,,_MK19_1__vv,_MK19_1__vv_1,,,
,,,,,,,,,,,S23,29,8,11,,0,0,,,,,,,,,,___,____,,,
,,,,,,,,,,,S22,36,2,11,,0,0,,,,,,,,,,___,____,,,
27.08.24,,MK8_3,MK,forest,,vv,3,14.5,16.9,4,S24,34,11,11,,0,0,,,,,,,,,,_MK8_3__vv,_MK8_3__vv_3,,,
,,,,,,,,,,,S23,47,9,13,,0,0,,,,,,,,,,___,____,,,
,,,,,,,,,,,S22,69,6,12,,1,0,,,,,,,,,,___,____,,,
